date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:39	42152/42152	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jun%202024%2008:02:59%20GMT	https://techwize.com/storage/case-studies-infos/June2024/wZepk7vLtsMaA0kmBjt2.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/June2024/wZepk7vLtsMaA0kmBjt2.jpg	(from https://techwize.com/erp-crm-services/salesforce)
16:44:40	69052/69052	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:40%20GMT	https://techwize.com/case_studies/Building%20a%20Thriving%20Online%20Community%20with%20CityPolarna	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Building%20a%20Thriving%20Online%20Community%20with%20CityPolarna.html	(from https://techwize.com/erp-crm-services/salesforce)
16:44:40	29885/29885	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jun%202024%2007:08:33%20GMT	https://techwize.com/storage/case-studies-infos/June2024/y0p09LwUpwxabeerSYiU.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/June2024/y0p09LwUpwxabeerSYiU.jpg	(from https://techwize.com/erp-crm-services/salesforce)
16:44:41	68029/68029	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:40%20GMT	https://techwize.com/case_studies/Streamlining%20Marketing%20Journeys%20with%20Automated%20Data%20Integration	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Streamlining%20Marketing%20Journeys%20with%20Automated%20Data%20Integration.html	(from https://techwize.com/erp-crm-services/salesforce)
16:44:41	1563/1563	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-consulting.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-consulting.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:41	11941/11941	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-implementation.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-implementation.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:42	1193/1193	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-customization.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-customization.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:42	5695/5695	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-power-apps-development.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-power-apps-development.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:42	1659/1659	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-migrations-cloud.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-migrations-cloud.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:43	7363/7363	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-integrations.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-integrations.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:43	6011/6011	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-training.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-training.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:43	1543/1543	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-support.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-support.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:43	6293/6293	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2020%20Aug%202024%2007:13:05%20GMT	https://techwize.com/assets/images/svg-icons/microsoft_dynamics_365_business_central.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/microsoft_dynamics_365_business_central.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:44	4316/4316	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2020%20Aug%202024%2007:13:08%20GMT	https://techwize.com/assets/images/svg-icons/microsoft_dynamics_365_CRM.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/microsoft_dynamics_365_CRM.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:44	5162/5162	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2020%20Aug%202024%2007:13:11%20GMT	https://techwize.com/assets/images/svg-icons/microsoft_dynamics_365_finance_and_operations.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/microsoft_dynamics_365_finance_and_operations.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:45	76157/76157	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2020%20Aug%202024%2007:13:01%20GMT	https://techwize.com/assets/images/svg-icons/microsoft_dynamics_365_AX.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/microsoft_dynamics_365_AX.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:45	2570/2570	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-upgrades.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-upgrades.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:45	2971/2971	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-marketing-automation.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-marketing-automation.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:45	1787/1787	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-field-service.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-field-service.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:45	2091/2091	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dynamics-365-business-intelligence.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dynamics-365-business-intelligence.svg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:46	59078/59078	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/microsoft-dynamics-technology-partner.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/microsoft-dynamics-technology-partner.webp	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:46	28244/28244	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202024%2009:59:45%20GMT	https://techwize.com/storage/case-studies-infos/May2024/q35rTfqQFBVQGbadkXGK.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/q35rTfqQFBVQGbadkXGK.jpg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:47	69455/69455	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:46%20GMT	https://techwize.com/case_studies/Optimizing%20Construction%20Workflows%20with%20a%20Custom-Built%20Portal	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Optimizing%20Construction%20Workflows%20with%20a%20Custom-Built%20Portal.html	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:47	27367/27367	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jun%202024%2006:14:43%20GMT	https://techwize.com/storage/case-studies-infos/June2024/yhOOJz9LGt9zR1MBFfn9.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/June2024/yhOOJz9LGt9zR1MBFfn9.jpg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:48	67873/67873	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:47%20GMT	https://techwize.com/case_studies/Building%20Secure%20Collaborative%20Workspaces%20for%20an%20IT%20&%20Data%20Services%20Company	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Building%20Secure%20Collaborative%20Workspaces%20for%20an%20IT%20&%20Data%20Services%20Company.html	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:48	29885/29885	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202024%2010:08:36%20GMT	https://techwize.com/storage/case-studies-infos/May2024/WSke3xZZVP9FsTxebPXl.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/WSke3xZZVP9FsTxebPXl.jpg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:48	68106/68106	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:48%20GMT	https://techwize.com/case_studies/Facilitating%20Collaborative%20Workspaces%20for%20Internal%20and%20External%20Stakeholders	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Facilitating%20Collaborative%20Workspaces%20for%20Internal%20and%20External%20Stakeholders.html	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:49	23664/23664	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20May%202024%2007:00:10%20GMT	https://techwize.com/storage/case-studies-infos/May2024/TaWp1XjYZu1J0wuzXzgf.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/TaWp1XjYZu1J0wuzXzgf.jpg	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:49	67444/67444	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:49%20GMT	https://techwize.com/case_studies/Enhancing%20Financial%20&%20Statistical%20Reporting%20with%20Sage%20Intacct	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Enhancing%20Financial%20&%20Statistical%20Reporting%20with%20Sage%20Intacct.html	(from https://techwize.com/erp-crm-services/microsoft-dynamics-365)
16:44:50	3756/3756	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/programming.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/programming.svg	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:50	1392/1392	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/orecal-netsuite-erp.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/orecal-netsuite-erp.webp	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:50	1432/1432	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/orecal-netsuite-crm.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/orecal-netsuite-crm.webp	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:50	1790/1790	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/orecal-netsuite-suite-commerce.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/orecal-netsuite-suite-commerce.webp	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:51	1694/1694	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/orecal-netsuite-professional-services-automation.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/orecal-netsuite-professional-services-automation.webp	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:51	1570/1570	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/orecal-netsuite-suite-success.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/orecal-netsuite-suite-success.webp	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:51	1508/1508	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/orecal-netsuite-oneworld.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/orecal-netsuite-oneworld.webp	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:52	61332/61332	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/oracle-netsuite-technology-partner.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/oracle-netsuite-technology-partner.webp	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:52	28031/28031	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202024%2006:35:11%20GMT	https://techwize.com/storage/case-studies-infos/May2024/QERcKy3FLkX4kCWEgS8c.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/QERcKy3FLkX4kCWEgS8c.jpg	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:53	68605/68605	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:52%20GMT	https://techwize.com/case_studies/Salesforce%20Community%20Cloud%20Customization	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Salesforce%20Community%20Cloud%20Customization.html	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:53	30501/30501	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20May%202024%2012:27:44%20GMT	https://techwize.com/storage/case-studies-infos/May2024/r1IGJJQId6w7jIUFs2bM.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/r1IGJJQId6w7jIUFs2bM.jpg	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:53	67964/67964	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:53%20GMT	https://techwize.com/case_studies/Streamlining-Invoice-Processing	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Streamlining-Invoice-Processing.html	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:53	25714/25714	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20May%202024%2010:07:56%20GMT	https://techwize.com/storage/case-studies-infos/May2024/NsObKBFt8utSBA3u550i.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/NsObKBFt8utSBA3u550i.jpg	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:54	67856/67856	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:54%20GMT	https://techwize.com/case_studies/Automating-Reconciliation	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Automating-Reconciliation.html	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:54	20265/20265	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20May%202024%2006:39:17%20GMT	https://techwize.com/storage/case-studies-infos/May2024/NbaWjtahpou2Hj0vsNQt.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/NbaWjtahpou2Hj0vsNQt.jpg	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:55	68962/68962	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:55%20GMT	https://techwize.com/case_studies/Streamlining-Data-Insights	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Streamlining-Data-Insights.html	(from https://techwize.com/erp-crm-services/oracle-netsuite)
16:44:55	1282/1282	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/sage-intacct.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/sage-intacct.webp	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:56	1294/1294	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/sage-300.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/sage-300.webp	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:56	1142/1142	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/sage-100.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/sage-100.webp	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:56	1166/1166	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/sage-500.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/sage-500.webp	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:57	1216/1216	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/sage-crm.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/sage-crm.webp	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:57	60340/60340	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/sage-technology-partner.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/sage-technology-partner.webp	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:57	20664/20664	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jun%202024%2009:59:12%20GMT	https://techwize.com/storage/case-studies-infos/June2024/XMrsFEJ1KlvgRYLYXQZd.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/June2024/XMrsFEJ1KlvgRYLYXQZd.jpg	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:58	68047/68047	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:58%20GMT	https://techwize.com/case_studies/Elnative	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Elnative.html	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:58	25061/25061	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jun%202024%2006:51:40%20GMT	https://techwize.com/storage/case-studies-infos/June2024/QYdPtSLVlP2j1mZHuPw5.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/June2024/QYdPtSLVlP2j1mZHuPw5.jpg	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:59	68342/68342	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:58%20GMT	https://techwize.com/case_studies/Streamlining%20Content%20Management%20&%20Investment%20Analysis%20for%20a%20major%20Financial%20Services%20Corporation.	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Streamlining%20Content%20Management%20&%20Investment%20Analysis%20for%20a%20major%20Financial%20Services%20Corporation.html	(from https://techwize.com/erp-crm-services/sage-intacct)
16:44:59	32547/32547	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20May%202024%2012:23:13%20GMT	https://techwize.com/storage/case-studies-infos/May2024/FH3iofpuOqOjkXQDTYgh.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/FH3iofpuOqOjkXQDTYgh.jpg	(from https://techwize.com/erp-crm-services/sage-intacct)
16:45:00	68459/68459	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:44:59%20GMT	https://techwize.com/case_studies/Seamless-Migration	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Seamless-Migration.html	(from https://techwize.com/erp-crm-services/sage-intacct)
16:45:00	3120/3120	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/marketing-platform-assessment-integrations.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/marketing-platform-assessment-integrations.svg	(from https://techwize.com/marketing-automation)
16:45:00	3493/3493	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/marketing-automation-platform-evaluation.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/marketing-automation-platform-evaluation.svg	(from https://techwize.com/marketing-automation)
16:45:01	2852/2852	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/marketing-platform-setup-management-support.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/marketing-platform-setup-management-support.svg	(from https://techwize.com/marketing-automation)
16:45:01	21026/21026	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/services-marketing-automation.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/services-marketing-automation.webp	(from https://techwize.com/marketing-automation)
16:45:02	8316/8316	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/marketing-automation-platform-setup.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/marketing-automation-platform-setup.svg	(from https://techwize.com/marketing-automation)
16:45:02	1430/1430	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/customer-segmentation-list-management.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/customer-segmentation-list-management.svg	(from https://techwize.com/marketing-automation)
16:45:02	1726/1726	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/demand-generation-strategies.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/demand-generation-strategies.svg	(from https://techwize.com/marketing-automation)
16:45:03	13893/13893	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/lead-management.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/lead-management.svg	(from https://techwize.com/marketing-automation)
16:45:03	2747/2747	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/lead-reporting-campaign-analytics.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/lead-reporting-campaign-analytics.svg	(from https://techwize.com/marketing-automation)
16:45:04	2365/2365	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/platform-integration-crm-systems.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/platform-integration-crm-systems.svg	(from https://techwize.com/marketing-automation)
16:45:04	8298/8298	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/salesforce-pardot.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/salesforce-pardot.svg	(from https://techwize.com/marketing-automation)
16:45:04	13685/13685	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/marketo.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/marketo.svg	(from https://techwize.com/marketing-automation)
16:45:05	6054/6054	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/hubspot-marketing-hub.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/hubspot-marketing-hub.svg	(from https://techwize.com/marketing-automation)
16:45:05	2405/2405	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/mautic.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/mautic.svg	(from https://techwize.com/marketing-automation)
16:45:05	5820/5820	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/active-campaign.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/active-campaign.svg	(from https://techwize.com/marketing-automation)
16:45:06	65996/65996	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/marketing-automation.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/marketing-automation.webp	(from https://techwize.com/marketing-automation)
16:45:07	34982/34982	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/service/map.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/service/map.webp	(from https://techwize.com/marketing-automation)
16:45:07	21271/21271	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202024%2008:16:23%20GMT	https://techwize.com/storage/case-studies-infos/May2024/FsRGNsaWLp4gS8B2nImM.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/FsRGNsaWLp4gS8B2nImM.jpg	(from https://techwize.com/marketing-automation)
16:45:08	68463/68463	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:45:08%20GMT	https://techwize.com/case_studies/Boosting%20Organization-wide%20Collaboration%20with%20an%20Intranet%20Portal	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Boosting%20Organization-wide%20Collaboration%20with%20an%20Intranet%20Portal.html	(from https://techwize.com/marketing-automation)
16:45:09	26683/26683	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202024%2011:53:46%20GMT	https://techwize.com/storage/case-studies-infos/May2024/qL3IKZV2PvZ9dM61R0ql.jpg	C:/Users/HP/Desktop/techwize/techwize.com/storage/case-studies-infos/May2024/qL3IKZV2PvZ9dM61R0ql.jpg	(from https://techwize.com/marketing-automation)
16:45:09	68660/68660	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:45:09%20GMT	https://techwize.com/case_studies/Salesforce%20for%20Commercial%20Real%20Estate	C:/Users/HP/Desktop/techwize/techwize.com/case_studies/Salesforce%20for%20Commercial%20Real%20Estate.html	(from https://techwize.com/marketing-automation)
16:45:10	5863/5863	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/salesforce-einstein.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/salesforce-einstein.svg	(from https://techwize.com/business-intelligence)
